,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"Texas, Hood County","Mary Jennings ""MJ"" Hegar",5228,32180,5648,16.2461156,17.55127408,1.305158484
"Texas, Hopkins County","Mary Jennings ""MJ"" Hegar",2833,15647,3046,18.10570716,19.46699048,1.361283313
"Texas, Houston County","Mary Jennings ""MJ"" Hegar",2230,9334,2314,23.89115063,24.79108635,0.899935719
"Texas, Howard County","Mary Jennings ""MJ"" Hegar",1959,10051,2069,19.49059795,20.58501642,1.094418466
"Texas, Hudspeth County","Mary Jennings ""MJ"" Hegar",383,1101,371,34.78655767,33.69663942,-1.089918256
"Texas, Hunt County","Mary Jennings ""MJ"" Hegar",8319,38058,8906,21.85874192,23.4011246,1.542382679
"Texas, Hutchinson County","Mary Jennings ""MJ"" Hegar",900,8693,965,10.35315771,11.10088577,0.747728057
"Texas, Irion County","Mary Jennings ""MJ"" Hegar",111,880,120,12.61363636,13.63636364,1.022727273
"Texas, Jack County","Mary Jennings ""MJ"" Hegar",319,3699,331,8.62395242,8.948364423,0.324412003
"Texas, Jackson County","Mary Jennings ""MJ"" Hegar",1021,6309,1033,16.18323031,16.37343478,0.19020447
"Texas, Jasper County","Mary Jennings ""MJ"" Hegar",2851,15385,2954,18.53103672,19.20051999,0.669483263
"Texas, Jeff Davis County","Mary Jennings ""MJ"" Hegar",483,1286,501,37.55832037,38.95800933,1.399688958
"Texas, Jefferson County","Mary Jennings ""MJ"" Hegar",44112,92922,46073,47.47207335,49.58244549,2.11037214
"Texas, Jim Wells County","Mary Jennings ""MJ"" Hegar",6025,13260,6119,45.43740573,46.14630468,0.708898944
"Texas, Johnson County","Mary Jennings ""MJ"" Hegar",15474,71463,16464,21.65316318,23.03849545,1.38533227
"Texas, Jones County","Mary Jennings ""MJ"" Hegar",967,6621,999,14.60504456,15.08835523,0.483310678
"Texas, Karnes County","Mary Jennings ""MJ"" Hegar",1178,5089,1234,23.1479662,24.24837886,1.100412655
"Texas, Kaufman County","Mary Jennings ""MJ"" Hegar",17507,56469,18405,31.00285112,32.59310418,1.590253059
"Texas, Kendall County","Mary Jennings ""MJ"" Hegar",5335,26392,6020,20.21445893,22.80994241,2.59548348
"Texas, Kenedy County","Mary Jennings ""MJ"" Hegar",57,169,65,33.72781065,38.46153846,4.733727811
"Texas, Kent County","Mary Jennings ""MJ"" Hegar",53,445,47,11.91011236,10.56179775,-1.348314607
"Texas, Kerr County","Mary Jennings ""MJ"" Hegar",5946,27542,6524,21.58884613,23.68745915,2.098613027
"Texas, Kimble County","Mary Jennings ""MJ"" Hegar",254,2253,284,11.27385708,12.605415,1.331557923
"Texas, King County","Mary Jennings ""MJ"" Hegar",5,154,8,3.246753247,5.194805195,1.948051948
"Texas, Kinney County","Mary Jennings ""MJ"" Hegar",395,1508,446,26.19363395,29.57559682,3.381962865
"Texas, Kleberg County","Mary Jennings ""MJ"" Hegar",5067,10710,5314,47.31092437,49.61718021,2.306255836
"Texas, Knox County","Mary Jennings ""MJ"" Hegar",263,1430,265,18.39160839,18.53146853,0.13986014
"Texas, La Salle County","Mary Jennings ""MJ"" Hegar",1005,2146,1052,46.83131407,49.02143523,2.190121156
"Texas, Lamar County","Mary Jennings ""MJ"" Hegar",4295,21151,4458,20.30636849,21.07701764,0.770649142
"Texas, Lamb County","Mary Jennings ""MJ"" Hegar",802,4368,840,18.36080586,19.23076923,0.86996337
"Texas, Lampasas County","Mary Jennings ""MJ"" Hegar",1978,10330,2144,19.14811229,20.75508228,1.60696999
"Texas, Lavaca County","Mary Jennings ""MJ"" Hegar",1305,10038,1333,13.00059773,13.27953776,0.278940028
"Texas, Lee County","Mary Jennings ""MJ"" Hegar",1689,8032,1750,21.02838645,21.78784861,0.759462151
"Texas, Leon County","Mary Jennings ""MJ"" Hegar",1028,8592,1072,11.96461825,12.47672253,0.512104283
"Texas, Liberty County","Mary Jennings ""MJ"" Hegar",5662,29009,5785,19.5180806,19.94208694,0.424006343
"Texas, Limestone County","Mary Jennings ""MJ"" Hegar",2112,8967,2213,23.55302777,24.67937995,1.12635218
"Texas, Lipscomb County","Mary Jennings ""MJ"" Hegar",117,1324,131,8.836858006,9.894259819,1.057401813
"Texas, Live Oak County","Mary Jennings ""MJ"" Hegar",790,4981,819,15.86026902,16.44248143,0.582212407
"Texas, Llano County","Mary Jennings ""MJ"" Hegar",2331,12596,2465,18.50587488,19.56970467,1.063829787
"Texas, Loving County","Mary Jennings ""MJ"" Hegar",5,66,4,7.575757576,6.060606061,-1.515151515
"Texas, Lubbock County","Mary Jennings ""MJ"" Hegar",36319,119498,40017,30.39297729,33.48758975,3.094612462
"Texas, Lynn County","Mary Jennings ""MJ"" Hegar",411,2263,428,18.16173221,18.91294741,0.751215201
"Texas, Madison County","Mary Jennings ""MJ"" Hegar",1030,5223,1088,19.72046716,20.83094007,1.110472908
"Texas, Marion County","Mary Jennings ""MJ"" Hegar",1276,4758,1339,26.81799075,28.1420765,1.32408575
"Texas, Martin County","Mary Jennings ""MJ"" Hegar",263,2112,288,12.45265152,13.63636364,1.183712121
"Texas, Mason County","Mary Jennings ""MJ"" Hegar",443,2454,457,18.05215974,18.62265689,0.570497148
"Texas, Matagorda County","Mary Jennings ""MJ"" Hegar",3551,13482,3733,26.33882213,27.68877021,1.349948079
"Texas, McCulloch County","Mary Jennings ""MJ"" Hegar",460,3385,490,13.58936484,14.47562777,0.886262925
"Texas, McLennan County","Mary Jennings ""MJ"" Hegar",33439,96126,36688,34.78663421,38.16657304,3.37993883
"Texas, McMullen County","Mary Jennings ""MJ"" Hegar",43,500,53,8.6,10.6,2
"Texas, Medina County","Mary Jennings ""MJ"" Hegar",6207,22210,6773,27.94687078,30.4952724,2.548401621
"Texas, Menard County","Mary Jennings ""MJ"" Hegar",189,1000,197,18.9,19.7,0.8
"Texas, Midland County","Mary Jennings ""MJ"" Hegar",11417,58528,12329,19.50690268,21.06513122,1.55822854
"Texas, Milam County","Mary Jennings ""MJ"" Hegar",2382,10331,2496,23.05681928,24.16029426,1.103474978
"Texas, Mills County","Mary Jennings ""MJ"" Hegar",252,2487,271,10.13268999,10.89666265,0.763972658
"Texas, Mitchell County","Mary Jennings ""MJ"" Hegar",359,2540,397,14.13385827,15.62992126,1.496062992
"Texas, Montague County","Mary Jennings ""MJ"" Hegar",1051,9759,1097,10.76954606,11.24090583,0.47135977
"Texas, Montgomery County","Mary Jennings ""MJ"" Hegar",68254,268834,74377,25.3889017,27.6665154,2.277613695
"Texas, Moore County","Mary Jennings ""MJ"" Hegar",999,5447,1062,18.34037085,19.49697081,1.156599963
"Texas, Morris County","Mary Jennings ""MJ"" Hegar",1639,5479,1669,29.91421792,30.4617631,0.547545172
"Texas, Motley County","Mary Jennings ""MJ"" Hegar",44,638,46,6.896551724,7.210031348,0.313479624
"Texas, Nacogdoches County","Mary Jennings ""MJ"" Hegar",8487,26496,9000,32.03125,33.9673913,1.936141304
"Texas, Navarro County","Mary Jennings ""MJ"" Hegar",4821,18962,5101,25.42453328,26.90117076,1.476637485
"Texas, Newton County","Mary Jennings ""MJ"" Hegar",1163,6017,1173,19.32856905,19.49476483,0.166195779
"Texas, Nolan County","Mary Jennings ""MJ"" Hegar",1077,5281,1162,20.3938648,22.00340845,1.609543647
"Texas, Nueces County","Mary Jennings ""MJ"" Hegar",57180,125299,60925,45.63484146,48.62369213,2.988850669
"Texas, Ochiltree County","Mary Jennings ""MJ"" Hegar",278,3106,302,8.950418545,9.723116549,0.772698004
"Texas, Oldham County","Mary Jennings ""MJ"" Hegar",74,996,81,7.429718876,8.13253012,0.702811245
"Texas, Orange County","Mary Jennings ""MJ"" Hegar",6249,35681,6357,17.5135226,17.8162047,0.3026821
"Texas, Palo Pinto County","Mary Jennings ""MJ"" Hegar",2028,12328,2178,16.45035691,17.66709929,1.216742375
"Texas, Panola County","Mary Jennings ""MJ"" Hegar",2015,11299,2057,17.83343659,18.2051509,0.371714311
"Texas, Parker County","Mary Jennings ""MJ"" Hegar",11919,75520,13017,15.78257415,17.23649364,1.453919492
"Texas, Parmer County","Mary Jennings ""MJ"" Hegar",454,2627,488,17.2820708,18.5763228,1.294251998
"Texas, Pecos County","Mary Jennings ""MJ"" Hegar",1376,4568,1382,30.12259194,30.25394046,0.131348511
"Texas, Polk County","Mary Jennings ""MJ"" Hegar",5237,23531,5387,22.25574774,22.89320471,0.637456972
"Texas, Potter County","Mary Jennings ""MJ"" Hegar",9168,32836,9921,27.92057498,30.21378974,2.293214764
"Texas, Rains County","Mary Jennings ""MJ"" Hegar",789,5956,842,13.24714574,14.1370047,0.889858966
"Texas, Randall County","Mary Jennings ""MJ"" Hegar",11618,64316,12802,18.06393432,19.90484483,1.840910504
"Texas, Reagan County","Mary Jennings ""MJ"" Hegar",154,1069,172,14.4059869,16.08980355,1.683816651
"Texas, Real County","Mary Jennings ""MJ"" Hegar",286,1939,320,14.74987107,16.50335224,1.753481176
"Texas, Red River County","Mary Jennings ""MJ"" Hegar",1191,5732,1246,20.77808793,21.7376134,0.959525471
"Texas, Reeves County","Mary Jennings ""MJ"" Hegar",1337,3436,1395,38.91152503,40.59953434,1.688009313
"Texas, Refugio County","Mary Jennings ""MJ"" Hegar",1023,3173,1108,32.24078159,34.91963442,2.678852821
"Texas, Roberts County","Mary Jennings ""MJ"" Hegar",15,545,17,2.752293578,3.119266055,0.366972477
"Texas, Robertson County","Mary Jennings ""MJ"" Hegar",2244,7988,2374,28.09213821,29.71957937,1.627441162
"Texas, Rockwall County","Mary Jennings ""MJ"" Hegar",15009,53782,16412,27.90710647,30.51578595,2.608679484
"Texas, Runnels County","Mary Jennings ""MJ"" Hegar",515,4328,552,11.89926063,12.75415896,0.854898336
"Texas, Rusk County","Mary Jennings ""MJ"" Hegar",4455,21177,4629,21.03697408,21.8586202,0.821646126
"Texas, Sabine County","Mary Jennings ""MJ"" Hegar",688,5435,669,12.65869365,12.30910764,-0.349586017
"Texas, San Augustine County","Mary Jennings ""MJ"" Hegar",928,3877,980,23.93603302,25.27727624,1.341243229
"Texas, San Jacinto County","Mary Jennings ""MJ"" Hegar",2268,12363,2337,18.34506188,18.90317884,0.558116962
"Texas, San Patricio County","Mary Jennings ""MJ"" Hegar",8494,25316,8988,33.55190393,35.50323906,1.951335124
"Texas, San Saba County","Mary Jennings ""MJ"" Hegar",270,2500,287,10.8,11.48,0.68
"Texas, Schleicher County","Mary Jennings ""MJ"" Hegar",191,1132,211,16.87279152,18.63957597,1.766784452
"Texas, Scurry County","Mary Jennings ""MJ"" Hegar",805,5796,818,13.88888889,14.1131815,0.224292616
"Texas, Shackelford County","Mary Jennings ""MJ"" Hegar",115,1607,130,7.156191661,8.089607965,0.933416304
"Texas, Shelby County","Mary Jennings ""MJ"" Hegar",2022,9992,2068,20.23618895,20.69655725,0.460368295
"Texas, Sherman County","Mary Jennings ""MJ"" Hegar",88,986,91,8.92494929,9.229208925,0.304259635
"Texas, Smith County","Mary Jennings ""MJ"" Hegar",28385,99886,29615,28.41739583,29.64879963,1.2314038
"Texas, Somervell County","Mary Jennings ""MJ"" Hegar",712,4920,768,14.47154472,15.6097561,1.138211382
"Texas, Stephens County","Mary Jennings ""MJ"" Hegar",374,3735,397,10.01338688,10.6291834,0.615796519
"Texas, Sterling County","Mary Jennings ""MJ"" Hegar",47,621,51,7.568438003,8.212560386,0.644122383
"Texas, Stonewall County","Mary Jennings ""MJ"" Hegar",122,714,116,17.08683473,16.2464986,-0.840336134
"Texas, Sutton County","Mary Jennings ""MJ"" Hegar",305,1530,322,19.93464052,21.04575163,1.111111111
"Texas, Swisher County","Mary Jennings ""MJ"" Hegar",464,2318,478,20.01725626,20.62122519,0.603968939
"Texas, Tarrant County","Mary Jennings ""MJ"" Hegar",382408,828116,411567,46.17807167,49.69919673,3.52112506
"Texas, Taylor County","Mary Jennings ""MJ"" Hegar",13074,54479,14588,23.99823785,26.77729033,2.779052479
"Texas, Terrell County","Mary Jennings ""MJ"" Hegar",116,450,119,25.77777778,26.44444444,0.666666667
"Texas, Terry County","Mary Jennings ""MJ"" Hegar",714,3524,757,20.26106697,21.48127128,1.220204313
"Texas, Throckmorton County","Mary Jennings ""MJ"" Hegar",76,874,82,8.695652174,9.38215103,0.686498856
"Texas, Titus County","Mary Jennings ""MJ"" Hegar",2748,10376,2856,26.48419429,27.52505783,1.040863531
"Texas, Tom Green County","Mary Jennings ""MJ"" Hegar",11371,44823,12239,25.36867233,27.30517815,1.936505812
"Texas, Trinity County","Mary Jennings ""MJ"" Hegar",1258,6812,1323,18.46741045,19.42160893,0.954198473
"Texas, Tyler County","Mary Jennings ""MJ"" Hegar",1400,9523,1403,14.70124961,14.73275228,0.031502678
"Texas, Upshur County","Mary Jennings ""MJ"" Hegar",2804,18649,2877,15.03565875,15.42710065,0.3914419
"Texas, Upton County","Mary Jennings ""MJ"" Hegar",160,1336,170,11.9760479,12.7245509,0.748502994
"Texas, Uvalde County","Mary Jennings ""MJ"" Hegar",3821,10080,4073,37.90674603,40.40674603,2.5
"Texas, Val Verde County","Mary Jennings ""MJ"" Hegar",6430,14955,6771,42.99565363,45.27582748,2.280173855
"Texas, Van Zandt County","Mary Jennings ""MJ"" Hegar",3374,25773,3516,13.09121949,13.64218368,0.550964187
"Texas, Victoria County","Mary Jennings ""MJ"" Hegar",9834,33692,10380,29.18793779,30.80850053,1.620562745
"Texas, Walker County","Mary Jennings ""MJ"" Hegar",7414,23476,7884,31.5811893,33.58323394,2.002044641
"Texas, Waller County","Mary Jennings ""MJ"" Hegar",7725,22458,8191,34.39754208,36.47252649,2.074984415
"Texas, Ward County","Mary Jennings ""MJ"" Hegar",725,3940,764,18.40101523,19.39086294,0.989847716
"Texas, Washington County","Mary Jennings ""MJ"" Hegar",4017,17279,4261,23.24787314,24.6599919,1.412118757
"Texas, Wharton County","Mary Jennings ""MJ"" Hegar",4513,16619,4694,27.1556652,28.24478007,1.089114869
"Texas, Wheeler County","Mary Jennings ""MJ"" Hegar",165,2281,168,7.233669443,7.365190706,0.131521263
"Texas, Wichita County","Mary Jennings ""MJ"" Hegar",12399,45281,13161,27.3823458,29.06517082,1.682825026
"Texas, Wilbarger County","Mary Jennings ""MJ"" Hegar",874,4419,956,19.77823037,21.63385381,1.855623444
"Texas, Williamson County","Mary Jennings ""MJ"" Hegar",133783,283789,143795,47.14171444,50.66968769,3.527973248
"Texas, Wilson County","Mary Jennings ""MJ"" Hegar",5943,24697,6350,24.06365146,25.71162489,1.647973438
"Texas, Winkler County","Mary Jennings ""MJ"" Hegar",338,2094,358,16.14135626,17.09646609,0.955109838
"Texas, Wise County","Mary Jennings ""MJ"" Hegar",4644,31999,4973,14.51295353,15.54111066,1.02815713
"Texas, Wood County","Mary Jennings ""MJ"" Hegar",3318,22468,3509,14.76766957,15.61776749,0.850097917
"Texas, Yoakum County","Mary Jennings ""MJ"" Hegar",387,2599,420,14.89034244,16.16006156,1.269719123
"Texas, Young County","Mary Jennings ""MJ"" Hegar",967,8109,1034,11.92502158,12.75126403,0.826242447
"Virginia, Accomack County",Mark Warner,7939,16802,7578,47.25032734,45.1017736,-2.148553744
"Virginia, Alleghany County",Mark Warner,2822,7981,2243,35.35897757,28.10424759,-7.254729984
"Virginia, Amelia County",Mark Warner,2559,7825,2411,32.7028754,30.8115016,-1.891373802
"Virginia, Amherst County",Mark Warner,6273,16897,5672,37.12493342,33.56808901,-3.55684441
"Virginia, Appomattox County",Mark Warner,2741,9047,2418,30.29733613,26.72709185,-3.57024428
"Virginia, Augusta County",Mark Warner,12224,42018,10840,29.09229378,25.79846732,-3.293826455
"Virginia, Bath County",Mark Warner,744,2432,646,30.59210526,26.5625,-4.029605263
"Virginia, Bedford County",Mark Warner,13872,48279,12176,28.7329895,25.22007498,-3.512914518
"Virginia, Bland County",Mark Warner,732,3383,532,21.63759976,15.72568726,-5.911912504
"Virginia, Botetourt County",Mark Warner,6512,20702,5700,31.45589798,27.53357164,-3.922326345
"Virginia, Bristol city",Mark Warner,2787,7679,2313,36.29378825,30.12110952,-6.172678734
"Virginia, Buchanan County",Mark Warner,2522,9724,1587,25.93582888,16.32044426,-9.615384615
"Virginia, Buckingham County",Mark Warner,3656,8048,3471,45.42743539,43.12872763,-2.298707753
"Virginia, Buena Vista city",Mark Warner,1020,2744,825,37.17201166,30.06559767,-7.106413994
"Virginia, Campbell County",Mark Warner,9278,29615,8070,31.32871855,27.24970454,-4.079014013
"Virginia, Carroll County",Mark Warner,3591,15201,2842,23.62344583,18.69613841,-4.927307414
"Virginia, Charlotte County",Mark Warner,2522,6155,2317,40.97481722,37.64419171,-3.330625508
"Virginia, Clarke County",Mark Warner,4052,9266,3920,43.72976473,42.30520181,-1.424562918
"Virginia, Colonial Heights city",Mark Warner,3143,8931,2972,35.19202777,33.27734856,-1.914679207
"Virginia, Covington city",Mark Warner,1157,2543,964,45.49744396,37.9079827,-7.589461266
"Virginia, Craig County",Mark Warner,757,3138,587,24.12364563,18.70618228,-5.417463352
"Virginia, Culpeper County",Mark Warner,11123,26713,10617,41.63890241,39.74469359,-1.894208812
"Virginia, Cumberland County",Mark Warner,2317,5264,2227,44.01595745,42.306231,-1.709726444
"Virginia, Dickenson County",Mark Warner,2052,7194,1503,28.52376981,20.89241034,-7.631359466
"Virginia, Dinwiddie County",Mark Warner,6445,14859,6224,43.37438589,41.88707181,-1.487314086
"Virginia, Fauquier County",Mark Warner,17468,42405,17565,41.19325551,41.42200212,0.22874661
"Virginia, Floyd County",Mark Warner,3407,9315,3004,36.575416,32.24906065,-4.326355341
"Virginia, Fluvanna County",Mark Warner,7830,15710,7414,49.84086569,47.19287078,-2.647994908
"Virginia, Franklin County",Mark Warner,9907,29412,8381,33.68353053,28.49517204,-5.188358493
"Virginia, Frederick County",Mark Warner,17962,47902,17207,37.49739051,35.9212559,-1.576134608
"Virginia, Galax city",Mark Warner,919,2598,777,35.37336413,29.90762125,-5.465742879
"Virginia, Giles County",Mark Warner,2713,9019,2156,30.08094024,23.90508926,-6.175850981
"Virginia, Gloucester County",Mark Warner,7521,22126,6964,33.99168399,31.47428365,-2.517400343
"Virginia, Goochland County",Mark Warner,6730,16702,6685,40.2945755,40.02514669,-0.269428811
"Virginia, Grayson County",Mark Warner,1946,7918,1535,24.57691336,19.38620864,-5.190704723
"Virginia, Greene County",Mark Warner,4529,11190,4163,40.47363718,37.2028597,-3.27077748
"Virginia, Halifax County",Mark Warner,8258,18082,7666,45.6697268,42.39575268,-3.273974118
"Virginia, Hanover County",Mark Warner,25864,69757,25307,37.07728257,36.27879639,-0.798486173
"Virginia, Henry County",Mark Warner,10616,25667,9127,41.36050181,35.55927845,-5.801223361
"Virginia, Highland County",Mark Warner,504,1524,417,33.07086614,27.36220472,-5.708661417
"Virginia, Isle of Wight County",Mark Warner,9821,23367,9399,42.02935764,40.22339196,-1.805965678
"Virginia, King and Queen County",Mark Warner,1705,4077,1590,41.81996566,38.99926416,-2.820701496
"Virginia, King George County",Mark Warner,5758,14142,5404,40.71559893,38.21241691,-2.503182011
"Virginia, King William County",Mark Warner,3447,10526,3260,32.74748242,30.97092913,-1.776553297
"Virginia, Lancaster County",Mark Warner,3457,7105,3368,48.65587614,47.40323716,-1.252638987
"Virginia, Lee County",Mark Warner,2240,9840,1489,22.76422764,15.13211382,-7.632113821
"Virginia, Louisa County",Mark Warner,8700,21739,8269,40.02024012,38.03762823,-1.982611896
"Virginia, Lunenburg County",Mark Warner,2531,5893,2418,42.94926184,41.03173256,-1.917529272
